order_id,customer_id,order_date,status,region_code
O00038,C0415,2024-12-19 04:28:35,Cancelled,EAST
O00039,C0063,2024-09-22 15:34:35,Delivered,WEST
O00040,,2025-09-18 16:32:35,Delivered,WEST
O00041,C0089,2025-08-07 08:29:35,Delivered,EAST
O00042,C0229,2025-01-09 03:10:35,Pending,SOUTH
O00043,C0332,2025-06-08 16:57:35,Cancelled,WEST
O00044,C0032,2024-11-07 09:55:35,Delivered,SOUTH
O00045,C0330,2026-01-30 09:11:35,Returned,NORTH
O00046,C0196,2025-08-12 17:05:35,Pending,EAST
O00047,C0468,2026-03-12 17:51:35,Delivered,SOUTH
O00048,C0014,2025-07-02 20:45:35,Delivered,EAST
O00049,C0030,2025-12-06 17:53:35,Pending,SOUTH
O00050,C0499,2025-01-20 04:46:35,Pending,EAST
O00051,C0274,2024-10-06 09:07:35,Cancelled,WEST
O00052,C0182,2025-02-03 06:46:35,Delivered,EAST
O00053,C0468,2026-04-07 02:16:35,Pending,SOUTH
O00054,C0289,2025-02-18 17:05:35,Delivered,WEST
O00055,C0020,2024-11-10 02:45:35,Pending,NORTH
O00056,C0270,2025-12-12 01:52:35,Returned,SOUTH
O00057,C0413,2024-12-21 12:16:35,Delivered,EAST
O00058,C0031,2024-09-01 06:08:35,Pending,SOUTH
O00059,C0397,2024-12-01 18:26:35,Delivered,NORTH
O00060,,2026-08-01 22:56:35,Delivered,EAST
O00061,C0155,2025-07-06 05:41:35,Pending,WEST
O00062,C0406,2026-05-26 17:12:35,Delivered,EAST
O00063,C0115,2026-06-22 20:23:35,Delivered,EAST
O00064,C0376,2026-07-16 10:39:35,Delivered,NORTH
O00065,C0486,2026-07-29 19:56:35,Cancelled,NORTH
O00066,C0094,2026-04-18 12:29:35,Cancelled,SOUTH
O00067,C0328,2026-03-12 05:30:35,Delivered,EAST
O00068,C0382,2024-10-28 08:53:35,Returned,SOUTH
O00069,C0326,2024-11-09 00:13:35,Pending,EAST
O00070,C0229,2024-08-21 09:44:35,Delivered,NORTH
O00071,C0180,2025-04-29 05:17:35,Delivered,WEST
O00072,C0225,2025-10-13 07:27:35,Delivered,WEST
O00073,C0180,2026-02-20 13:37:35,Cancelled,SOUTH
O00074,C0084,2025-11-15 04:22:35,Cancelled,EAST
O00075,C0011,2025-07-02 09:37:35,Delivered,SOUTH
O00076,C0455,2025-08-29 07:17:35,Delivered,NORTH
O00077,C0174,2026-04-10 21:28:35,Delivered,NORTH
O00078,C0221,2026-06-10 07:09:35,Cancelled,SOUTH
O00079,C0028,2024-11-21 11:44:35,Returned,WEST
O00080,,2026-03-01 01:30:35,Pending,EAST
O00081,C0339,2025-05-25 10:46:35,Delivered,WEST
O00082,C0293,2026-02-23 16:40:35,Delivered,NORTH
O00083,C0219,2024-11-07 11:23:35,Pending,WEST
O00084,C0103,2024-11-17 01:44:35,Delivered,EAST
O00085,C0042,2025-12-07 04:50:35,Pending,WEST
O00086,C0251,2026-06-17 09:36:35,Pending,WEST
O00087,C0095,2025-08-24 13:54:35,Delivered,NORTH
O00088,C0135,2025-11-03 15:47:35,Delivered,EAST
O00089,C0289,2024-10-12 06:19:35,Pending,NORTH
O00090,C0044,2026-06-25 13:22:35,Delivered,SOUTH
O00091,C0284,2024-10-11 14:23:35,Delivered,WEST
O00092,C0294,2025-04-08 16:50:35,Delivered,NORTH
O00093,C0258,2026-03-17 18:22:35,Delivered,SOUTH
O00094,C0062,2025-11-12 06:41:35,Returned,SOUTH
O00095,C0065,2024-09-22 14:36:35,Returned,WEST
O00096,C0104,2026-05-14 06:24:35,Delivered,EAST
O00097,C0467,2024-10-17 03:55:35,Delivered,EAST
O00098,C0439,2025-05-19 18:00:35,Returned,NORTH
O00099,C0403,2026-07-28 21:08:35,Delivered,WEST
O00100,,2025-10-08 05:40:35,Delivered,NORTH
O00101,C0474,2024-11-26 20:20:35,Delivered,EAST
O00102,C0445,2026-02-09 13:27:35,Delivered,WEST
O00103,C0336,2025-12-20 20:09:35,Delivered,SOUTH
O00104,C0142,2025-09-26 06:10:35,Pending,WEST
O00105,C0020,2025-09-19 12:15:35,Delivered,WEST
O00106,C0472,2025-05-12 12:32:35,Delivered,EAST
O00107,C0160,2025-05-24 17:25:35,Pending,NORTH
O00108,C0498,2025-03-31 05:50:35,Returned,WEST
O00109,C0397,2025-07-04 10:17:35,Delivered,NORTH
O00110,C0097,2025-11-05 08:29:35,Cancelled,WEST
O00111,C0389,2026-01-20 13:23:35,Delivered,SOUTH
O00112,C0034,2025-06-25 00:03:35,Delivered,NORTH
O00113,C0089,2025-02-23 08:24:35,Delivered,NORTH
O00114,C0234,2024-09-30 13:16:35,Delivered,EAST
O00115,C0422,2025-11-28 17:56:35,Pending,NORTH
O00116,C0349,2024-09-10 08:54:35,Delivered,WEST
O00117,C0091,2025-12-08 20:06:35,Delivered,SOUTH
O00118,C0429,2025-05-02 01:24:35,Pending,EAST
O00119,C0015,2025-09-09 02:41:35,Cancelled,SOUTH
O00120,,2025-03-24 21:45:35,Pending,EAST
O00121,C0334,2025-10-03 17:32:35,Cancelled,NORTH
O00122,C0243,2024-12-23 21:42:35,Pending,NORTH
O00123,C0115,2025-04-25 21:22:35,Returned,EAST
O00124,C0217,2025-08-30 13:00:35,Delivered,WEST
O00125,C0155,2026-07-04 18:23:35,Pending,NORTH
O00126,C0004,2026-01-15 23:24:35,Cancelled,EAST
O00127,C0153,2026-07-11 05:01:35,Delivered,EAST
O00128,C0328,2025-07-08 09:47:35,Pending,EAST
O00129,C0097,2025-01-10 18:19:35,Delivered,NORTH
O00130,C0413,2026-04-16 14:13:35,Delivered,SOUTH
O00131,C0370,2024-09-05 22:02:35,Returned,EAST
O00132,C0465,2025-10-12 13:55:35,Pending,SOUTH
O00133,C0176,2025-03-25 23:05:35,Pending,WEST
O00134,C0465,2026-06-28 13:03:35,Delivered,SOUTH
O00135,C0431,2026-06-14 18:42:35,Delivered,WEST
O00136,C0066,2025-05-02 01:22:35,Delivered,SOUTH
O00137,C0485,2026-07-07 12:12:35,Delivered,EAST
O00138,C0115,2025-06-20 15:21:35,Cancelled,EAST
O00139,C0134,2026-04-01 11:00:35,Cancelled,WEST
O00140,,2026-05-21 20:08:35,Returned,NORTH
O00141,C0242,2025-02-25 17:38:35,Cancelled,WEST
O00142,C0272,2025-06-11 14:34:35,Cancelled,SOUTH
O00143,C0071,2025-03-03 11:57:35,Returned,WEST
O00144,C0074,2025-06-29 23:42:35,Pending,WEST
O00145,C0171,2026-05-18 06:51:35,Pending,NORTH
O00146,C0232,2025-05-17 08:19:35,Pending,SOUTH
O00147,C0251,2024-11-08 06:10:35,Delivered,WEST
O00148,C0207,2025-10-23 16:55:35,Delivered,SOUTH
O00149,C0375,2025-08-27 02:28:35,Delivered,SOUTH
O00150,C0010,2026-07-03 02:11:35,Pending,SOUTH
O00151,C0356,2025-07-28 10:39:35,Delivered,EAST
O00152,C0086,2024-10-15 02:50:35,Returned,WEST
O00153,C0373,2026-01-24 21:04:35,Delivered,SOUTH
O00154,C0176,2025-12-24 13:19:35,Delivered,WEST
O00155,C0010,2025-03-31 09:17:35,Returned,SOUTH
O00156,C0376,2024-09-01 20:03:35,Delivered,EAST
O00157,C0365,2026-06-07 02:55:35,Cancelled,EAST
O00158,C0395,2026-02-08 20:34:35,Delivered,NORTH
O00159,C0339,2024-11-28 22:24:35,Delivered,NORTH
O00160,,2025-11-07 13:38:35,Delivered,WEST
O00161,C0360,2025-01-13 08:15:35,Pending,NORTH
O00162,C0155,2025-10-14 22:37:35,Pending,EAST
O00163,C0319,2026-04-22 23:39:35,Delivered,NORTH
O00164,C0262,2026-05-04 04:49:35,Delivered,NORTH
O00165,C0255,2025-03-01 20:43:35,Pending,SOUTH
O00166,C0184,2026-07-31 14:49:35,Delivered,WEST
O00167,C0467,2025-03-11 00:30:35,Delivered,SOUTH
O00168,C0002,2024-08-23 22:36:35,Returned,WEST
O00169,C0077,2024-11-10 17:35:35,Pending,NORTH
O00170,C0464,2025-04-29 21:45:35,Delivered,EAST
O00171,C0136,2025-11-28 02:37:35,Cancelled,NORTH
O00172,C0437,2025-06-03 13:22:35,Pending,WEST
O00173,C0379,2024-12-06 05:25:35,Pending,NORTH
O00174,C0005,2024-12-29 23:12:35,Delivered,EAST
O00175,C0458,2025-11-01 20:48:35,Cancelled,NORTH
O00176,C0191,2025-07-26 06:38:35,Delivered,WEST
O00177,C0140,2025-09-09 00:25:35,Delivered,WEST
O00178,C0333,2025-01-27 04:39:35,Pending,NORTH
O00179,C0483,2025-01-20 04:57:35,Returned,WEST
O00180,,2026-03-15 22:59:35,Delivered,WEST
O00181,C0399,2025-08-12 20:32:35,Cancelled,SOUTH
O00182,C0248,2025-12-22 05:27:35,Delivered,NORTH
O00183,C0033,2025-05-04 21:51:35,Delivered,SOUTH
O00184,C0490,2026-06-26 12:04:35,Delivered,NORTH
O00185,C0222,2026-06-19 00:46:35,Delivered,WEST
O00186,C0077,2026-03-04 20:34:35,Delivered,SOUTH
O00187,C0259,2025-12-03 17:26:35,Delivered,WEST
O00188,C0165,2025-04-13 11:48:35,Delivered,SOUTH
O00189,C0282,2026-05-30 13:56:35,Cancelled,NORTH
O00190,C0236,2025-11-07 19:59:35,Delivered,WEST
O00191,C0229,2025-06-29 05:02:35,Pending,NORTH
O00192,C0053,2025-09-27 14:33:35,Delivered,NORTH
O00193,C0423,2024-11-11 21:10:35,Pending,SOUTH
O00194,C0336,2026-06-28 15:52:35,Delivered,NORTH
O00195,C0419,2025-03-26 15:52:35,Delivered,WEST
O00196,C0367,2026-06-13 13:16:35,Delivered,NORTH
O00197,C0389,2026-06-15 08:31:35,Delivered,EAST
O00198,C0281,2026-01-26 13:15:35,Delivered,SOUTH
O00199,C0253,2025-01-01 00:18:35,Pending,NORTH
O00200,,2026-04-27 07:43:35,Delivered,WEST
O00201,C0111,2025-11-21 08:16:35,Delivered,WEST
O00202,C0024,2026-05-20 23:08:35,Delivered,WEST
O00203,C0235,2026-06-15 20:03:35,Delivered,WEST
O00204,C0003,2026-02-05 00:34:35,Delivered,WEST
O00205,C0430,2026-04-01 17:30:35,Delivered,SOUTH
O00206,C0355,2026-03-25 07:17:35,Cancelled,NORTH
O00207,C0199,2026-06-14 21:09:35,Cancelled,WEST
O00208,C0215,2026-04-26 00:19:35,Delivered,WEST
O00209,C0494,2025-07-27 10:59:35,Cancelled,SOUTH
O00210,C0212,2026-04-19 00:27:35,Pending,EAST
O00211,C0432,2026-07-29 19:26:35,Delivered,SOUTH
O00212,C0103,2025-03-12 21:16:35,Delivered,EAST
O00213,C0472,2026-06-29 06:16:35,Pending,SOUTH
O00214,C0258,2026-02-17 00:11:35,Delivered,NORTH
O00215,C0390,2025-08-05 19:01:35,Delivered,WEST
O00216,C0346,2026-02-07 11:27:35,Cancelled,NORTH
O00217,C0268,2024-11-27 01:55:35,Delivered,NORTH
O00218,C0103,2025-05-10 06:49:35,Pending,SOUTH
O00219,C0430,2024-10-13 00:21:35,Delivered,NORTH
O00220,,2025-11-16 05:10:35,Cancelled,SOUTH
O00221,C0381,2026-06-03 18:55:35,Delivered,EAST
O00222,C0355,2026-06-21 03:30:35,Delivered,WEST
O00223,C0490,2026-07-12 12:06:35,Delivered,EAST
O00224,C0104,2026-05-07 16:24:35,Delivered,EAST
O00225,C0387,2026-04-04 19:18:35,Pending,SOUTH
O00226,C0151,2025-11-12 07:14:35,Delivered,SOUTH
O00227,C0377,2026-01-18 04:55:35,Delivered,EAST
O00228,C0285,2025-05-07 05:41:35,Delivered,EAST
O00229,C0003,2025-07-14 16:16:35,Returned,NORTH
O00230,C0079,2025-07-06 20:34:35,Pending,EAST
O00231,C0252,2026-03-19 18:53:35,Delivered,EAST
O00232,C0270,2025-03-23 07:04:35,Delivered,SOUTH
O00233,C0213,2026-02-17 18:56:35,Delivered,SOUTH
O00234,C0453,2025-03-16 22:52:35,Delivered,EAST
O00235,C0112,2026-05-05 18:01:35,Returned,NORTH
O00236,C0059,2026-06-25 12:59:35,Delivered,SOUTH
O00237,C0491,2024-09-19 23:27:35,Delivered,NORTH
O00238,C0198,2025-04-29 19:17:35,Delivered,EAST
O00239,C0264,2026-01-12 16:02:35,Delivered,SOUTH
O00240,,2026-01-18 03:37:35,Delivered,NORTH
O00241,C0321,2024-10-16 08:13:35,Pending,SOUTH
O00242,C0443,2026-07-12 15:24:35,Delivered,WEST
O00243,C0332,2024-10-23 01:14:35,Delivered,WEST
O00244,C0368,2025-07-15 02:36:35,Delivered,SOUTH
O00245,C0407,2025-04-24 18:35:35,Delivered,SOUTH
O00246,C0467,2025-05-01 14:55:35,Delivered,WEST
O00247,C0222,2025-06-29 01:55:35,Pending,NORTH
O00248,C0329,2026-05-05 04:19:35,Pending,NORTH
O00249,C0359,2024-10-23 13:30:35,Delivered,EAST
O00250,C0403,2026-07-13 11:09:35,Delivered,WEST
O00251,C0196,2025-09-18 22:32:35,Delivered,SOUTH
O00252,C0070,2025-09-14 18:49:35,Returned,SOUTH
O00253,C0153,2026-07-05 01:12:35,Delivered,NORTH
O00254,C0284,2026-03-01 05:38:35,Delivered,WEST
O00255,C0276,2026-02-21 03:50:35,Delivered,EAST
O00256,C0109,2025-10-06 22:25:35,Delivered,SOUTH
O00257,C0095,2025-03-24 21:24:35,Delivered,NORTH
O00258,C0093,2026-06-28 20:25:35,Delivered,WEST
O00259,C0331,2026-02-23 03:49:35,Pending,EAST
O00260,,2025-03-01 01:08:35,Delivered,EAST
O00261,C0183,2024-12-19 23:12:35,Delivered,EAST
O00262,C0318,2024-10-20 07:51:35,Delivered,EAST
O00263,C0316,2026-06-16 11:15:35,Delivered,EAST
O00264,C0414,2025-06-29 14:41:35,Delivered,SOUTH
O00265,C0403,2025-03-25 00:18:35,Pending,EAST
O00266,C0431,2025-08-13 06:14:35,Pending,WEST
O00267,C0237,2025-11-09 13:20:35,Delivered,NORTH
O00268,C0090,2026-06-02 20:36:35,Cancelled,SOUTH
O00269,C0457,2026-02-12 07:47:35,Pending,NORTH
O00270,C0373,2024-10-26 02:25:35,Delivered,NORTH
O00271,C0417,2026-03-28 19:56:35,Pending,SOUTH
O00272,C0465,2024-09-16 18:47:35,Delivered,WEST
O00273,C0335,2025-01-09 12:56:35,Delivered,EAST
O00274,C0069,2025-11-28 18:03:35,Delivered,EAST
O00275,C0258,2024-08-20 22:46:35,Cancelled,SOUTH
O00276,C0388,2026-01-18 05:59:35,Delivered,SOUTH
O00277,C0377,2025-12-18 12:33:35,Delivered,WEST
O00278,C0119,2024-10-13 09:54:35,Delivered,SOUTH
O00279,C0266,2025-08-14 14:01:35,Returned,NORTH
O00280,,2026-06-05 11:37:35,Pending,EAST
O00281,C0428,2025-05-06 20:05:35,Delivered,WEST
O00282,C0335,2025-09-01 13:08:35,Pending,NORTH
O00283,C0265,2025-04-24 14:29:35,Delivered,WEST
O00284,C0181,2025-07-29 17:21:35,Delivered,NORTH
O00285,C0257,2024-12-30 15:41:35,Delivered,EAST
O00286,C0109,2025-01-10 06:41:35,Delivered,NORTH
O00287,C0339,2025-04-02 15:22:35,Delivered,NORTH
O00288,C0247,2026-07-02 17:01:35,Delivered,SOUTH
O00289,C0332,2025-10-04 01:46:35,Delivered,SOUTH
O00290,C0069,2026-05-16 17:33:35,Cancelled,SOUTH
O00291,C0029,2025-01-27 10:30:35,Delivered,WEST
O00292,C0307,2026-03-10 21:32:35,Cancelled,EAST
O00293,C0485,2024-11-05 07:59:35,Pending,WEST
O00294,C0445,2025-12-16 06:45:35,Cancelled,SOUTH
O00295,C0407,2026-03-29 07:10:35,Pending,EAST
O00296,C0086,2026-07-13 12:30:35,Delivered,NORTH
O00297,C0118,2025-09-01 13:39:35,Delivered,SOUTH
O00298,C0268,2026-01-08 22:57:35,Cancelled,NORTH
O00299,C0091,2025-12-10 21:09:35,Delivered,NORTH
O00300,,2025-12-16 22:39:35,Returned,NORTH
O00301,C0460,2026-07-05 21:58:35,Delivered,EAST
O00302,C0448,2024-09-24 00:04:35,Delivered,WEST
O00303,C0405,2025-09-04 13:08:35,Cancelled,NORTH
O00304,C0218,2024-12-25 10:01:35,Pending,NORTH
O00305,C0146,2026-04-14 18:57:35,Delivered,NORTH
O00306,C0364,2024-08-17 20:04:35,Delivered,NORTH
O00307,C0193,2026-06-11 08:15:35,Cancelled,WEST
O00308,C0186,2024-11-27 05:58:35,Pending,EAST
O00309,C0134,2026-02-09 15:07:35,Delivered,EAST
O00310,C0349,2025-09-20 07:57:35,Delivered,WEST
O00311,C0092,2025-08-24 19:06:35,Delivered,EAST
O00312,C0296,2025-07-28 23:56:35,Pending,NORTH
O00313,C0383,2025-04-02 16:21:35,Pending,SOUTH
O00314,C0052,2025-03-17 17:56:35,Pending,NORTH
O00315,C0083,2025-09-12 21:31:35,Cancelled,SOUTH
O00316,C0242,2026-04-16 14:36:35,Delivered,SOUTH
O00317,C0190,2024-10-30 20:33:35,Pending,WEST
O00318,C0315,2026-06-12 17:49:35,Pending,NORTH
O00319,C0485,2025-02-05 22:02:35,Delivered,SOUTH
O00320,,2026-06-13 17:49:35,Delivered,SOUTH
O00321,C0315,2025-01-30 22:33:35,Delivered,NORTH
O00322,C0500,2025-01-18 03:48:35,Pending,EAST
O00323,C0343,2025-09-18 14:08:35,Delivered,NORTH
O00324,C0378,2026-07-31 04:29:35,Delivered,EAST
O00325,C0372,2026-03-05 19:53:35,Delivered,EAST
O00326,C0116,2026-04-22 08:00:35,Returned,NORTH
O00327,C0134,2025-02-05 15:03:35,Delivered,NORTH
O00328,C0258,2025-06-07 11:38:35,Cancelled,EAST
O00329,C0449,2026-02-11 19:47:35,Pending,WEST
O00330,C0289,2025-12-18 09:19:35,Delivered,WEST
O00331,C0349,2025-11-24 20:26:35,Delivered,NORTH
O00332,C0133,2024-10-18 14:11:35,Pending,SOUTH
O00333,C0347,2026-07-29 09:22:35,Delivered,EAST
O00334,C0265,2026-02-09 02:15:35,Cancelled,SOUTH
O00335,C0148,2024-11-13 14:14:35,Pending,EAST
O00336,C0039,2026-02-28 07:01:35,Delivered,SOUTH
O00337,C0458,2026-03-20 09:42:35,Returned,SOUTH
O00338,C0256,2025-03-02 09:18:35,Delivered,EAST
O00339,C0106,2025-04-01 08:24:35,Delivered,EAST
O00340,,2024-11-27 05:29:35,Delivered,WEST
O00341,C0315,2024-08-16 18:33:35,Cancelled,EAST
O00342,C0318,2025-06-28 17:28:35,Returned,EAST
O00343,C0252,2025-02-13 17:48:35,Delivered,SOUTH
O00344,C0028,2026-01-30 15:01:35,Returned,NORTH
O00345,C0258,2025-07-31 14:26:35,Pending,SOUTH
O00346,C0235,2024-12-12 00:04:35,Delivered,NORTH
O00347,C0007,2026-07-01 07:55:35,Delivered,EAST
O00348,C0186,2026-04-29 09:42:35,Delivered,SOUTH
O00349,C0138,2025-12-05 20:52:35,Delivered,WEST
O00350,C0218,2025-03-13 15:15:35,Pending,EAST
O00351,C0438,2025-09-24 09:59:35,Delivered,SOUTH
O00352,C0295,2026-07-13 09:23:35,Delivered,EAST
O00353,C0412,2025-04-08 18:58:35,Cancelled,SOUTH
O00354,C0075,2025-01-10 17:22:35,Delivered,WEST
O00355,C0256,2024-12-25 22:04:35,Delivered,EAST
O00356,C0403,2025-12-21 10:47:35,Delivered,NORTH
O00357,C0204,2024-11-19 23:41:35,Delivered,EAST
O00358,C0244,2026-05-16 04:59:35,Pending,EAST
O00359,C0185,2025-08-13 19:06:35,Returned,EAST
O00360,,2024-08-30 14:38:35,Delivered,SOUTH
O00361,C0296,2026-03-22 22:12:35,Delivered,EAST
O00362,C0182,2025-07-08 23:03:35,Delivered,WEST
O00363,C0456,2024-10-29 14:10:35,Delivered,SOUTH
O00364,C0445,2025-01-28 22:22:35,Returned,WEST
O00365,C0324,2026-04-29 19:56:35,Cancelled,NORTH
O00366,C0041,2025-01-22 11:45:35,Delivered,EAST
O00367,C0364,2025-05-10 21:12:35,Delivered,WEST
O00368,C0400,2025-08-17 01:08:35,Delivered,WEST
O00369,C0212,2025-01-28 07:25:35,Delivered,SOUTH
O00370,C0339,2025-04-25 01:15:35,Pending,SOUTH
O00371,C0086,2025-09-20 04:37:35,Delivered,WEST
O00372,C0281,2024-10-04 02:20:35,Delivered,NORTH
O00373,C0054,2025-05-05 20:40:35,Delivered,WEST
O00374,C0159,2025-04-01 09:18:35,Delivered,SOUTH
O00375,C0068,2026-01-31 06:32:35,Delivered,EAST
O00376,C0441,2025-07-09 17:00:35,Returned,EAST
O00377,C0281,2025-11-08 06:15:35,Delivered,WEST
O00378,C0324,2026-05-23 19:58:35,Delivered,EAST
O00379,C0466,2025-07-31 17:05:35,Delivered,NORTH
O00380,,2025-06-21 12:57:35,Delivered,EAST
O00381,C0006,2024-08-10 18:23:35,Pending,SOUTH
O00382,C0177,2025-05-30 17:05:35,Delivered,WEST
O00383,C0485,2025-12-11 10:31:35,Pending,EAST
O00384,C0306,2025-04-03 02:06:35,Delivered,WEST
O00385,C0452,2026-03-07 14:56:35,Delivered,WEST
O00386,C0425,2025-09-01 08:47:35,Delivered,SOUTH
O00387,C0265,2026-04-30 00:14:35,Delivered,EAST
O00388,C0212,2025-02-18 03:42:35,Delivered,NORTH
O00389,C0327,2025-11-19 20:59:35,Delivered,WEST
O00390,C0097,2025-07-04 01:40:35,Delivered,NORTH
O00391,C0096,2024-11-22 10:48:35,Delivered,WEST
O00392,C0373,2024-08-18 08:36:35,Delivered,WEST
O00393,C0112,2025-07-26 14:50:35,Pending,WEST
O00394,C0191,2025-11-28 00:21:35,Delivered,NORTH
O00395,C0432,2025-01-06 02:48:35,Pending,NORTH
O00396,C0279,2025-12-04 06:43:35,Cancelled,EAST
O00397,C0419,2025-09-04 01:38:35,Returned,SOUTH
O00398,C0198,2025-11-06 09:18:35,Returned,SOUTH
O00399,C0236,2024-11-14 18:13:35,Returned,WEST
O00400,,2026-07-08 11:30:35,Delivered,NORTH
O00401,C0382,2026-02-23 17:38:35,Delivered,EAST
O00402,C0102,2025-08-14 03:26:35,Pending,NORTH
O00403,C0121,2026-05-20 14:51:35,Delivered,EAST
O00404,C0300,2024-12-10 14:21:35,Delivered,NORTH
O00405,C0298,2026-07-18 17:15:35,Delivered,EAST
O00406,C0395,2024-11-09 08:41:35,Delivered,EAST
O00407,C0477,2026-05-12 02:34:35,Delivered,SOUTH
O00408,C0360,2026-02-10 04:39:35,Delivered,EAST
O00409,C0286,2026-06-01 13:22:35,Cancelled,SOUTH
O00410,C0011,2026-07-16 13:53:35,Pending,EAST
O00411,C0461,2024-09-19 17:16:35,Delivered,EAST
O00412,C0278,2026-07-24 16:43:35,Delivered,EAST
O00413,C0166,2025-12-02 10:26:35,Cancelled,SOUTH
O00414,C0036,2026-02-04 05:59:35,Delivered,EAST
O00415,C0278,2025-08-20 15:31:35,Pending,WEST
O00416,C0376,2025-02-15 02:10:35,Cancelled,SOUTH
O00417,C0165,2024-10-13 23:05:35,Cancelled,SOUTH
O00418,C0269,2026-07-10 17:20:35,Delivered,EAST
O00419,C0166,2025-10-03 21:51:35,Delivered,NORTH
O00420,,2024-12-20 07:26:35,Delivered,NORTH
O00421,C0249,2025-02-22 04:33:35,Delivered,WEST
O00422,C0337,2025-12-24 18:10:35,Pending,EAST
O00423,C0026,2025-08-20 09:09:35,Pending,NORTH
O00424,C0477,2025-03-11 22:02:35,Returned,NORTH
O00425,C0240,2026-05-26 02:54:35,Delivered,WEST
O00426,C0421,2025-08-22 23:34:35,Cancelled,EAST
O00427,C0271,2024-09-21 00:35:35,Cancelled,NORTH
O00428,C0484,2025-03-19 17:37:35,Delivered,SOUTH
O00429,C0273,2025-09-08 07:43:35,Delivered,SOUTH
O00430,C0292,2026-05-12 07:06:35,Pending,WEST
O00431,C0383,2024-11-26 22:07:35,Delivered,WEST
O00432,C0360,2026-06-22 15:27:35,Delivered,SOUTH
O00433,C0282,2025-09-25 17:52:35,Pending,WEST
O00434,C0478,2025-08-05 12:06:35,Returned,EAST
O00435,C0433,2025-08-25 15:19:35,Pending,EAST
O00436,C0312,2025-04-13 20:05:35,Delivered,EAST
O00437,C0185,2025-11-16 15:56:35,Delivered,NORTH
O00438,C0146,2026-04-12 02:04:35,Delivered,EAST
O00439,C0004,2025-06-13 08:44:35,Cancelled,NORTH
O00440,,2026-07-17 10:29:35,Delivered,SOUTH
O00441,C0049,2024-09-17 15:53:35,Delivered,EAST
O00442,C0188,2026-03-29 08:45:35,Delivered,EAST
O00443,C0048,2026-03-17 14:07:35,Returned,NORTH
O00444,C0371,2025-07-08 16:42:35,Delivered,NORTH
O00445,C0305,2026-05-29 10:33:35,Pending,WEST
O00446,C0041,2024-10-06 11:53:35,Cancelled,WEST
O00447,C0214,2024-12-11 09:18:35,Pending,NORTH
O00448,C0325,2026-05-19 13:34:35,Delivered,NORTH
O00449,C0164,2026-02-13 19:40:35,Delivered,SOUTH
O00450,C0079,2024-09-30 23:17:35,Returned,WEST
O00451,C0386,2026-04-11 20:03:35,Delivered,WEST
O00452,C0149,2025-09-17 05:39:35,Delivered,WEST
O00453,C0293,2024-09-29 18:56:35,Delivered,WEST
O00454,C0257,2025-10-28 23:39:35,Pending,WEST
O00455,C0287,2025-02-28 16:56:35,Pending,SOUTH
O00456,C0288,2026-05-03 01:04:35,Delivered,NORTH
O00457,C0137,2025-10-24 12:14:35,Returned,NORTH
O00458,C0058,2026-06-28 14:58:35,Delivered,SOUTH
O00459,C0165,2025-07-28 21:12:35,Delivered,EAST
O00460,,2025-08-03 21:23:35,Returned,WEST
O00461,C0320,2025-01-06 15:33:35,Returned,SOUTH
O00462,C0103,2026-07-12 12:40:35,Pending,NORTH
O00463,C0058,2024-10-04 09:10:35,Returned,EAST
