order_id,customer_id,order_date,status,region_code
O00244,C0368,,Delivered,SOUTH
O00245,C0407,,Delivered,SOUTH
O00246,C0467,,Delivered,WEST
O00247,C0222,,Pending,NORTH
O00248,C0329,,Pending,NORTH
O00249,C0359,,Delivered,EAST
O00250,C0403,,Delivered,WEST
O00251,C0196,,Delivered,SOUTH
O00252,C0070,,Returned,SOUTH
O00253,C0153,,Delivered,NORTH
O00254,C0284,,Delivered,WEST
O00255,C0276,,Delivered,EAST
O00256,C0109,,Delivered,SOUTH
O00257,C0095,,Delivered,NORTH
O00258,C0093,,Delivered,WEST
O00259,C0331,,Pending,EAST
O00260,,,Delivered,EAST
O00261,C0183,,Delivered,EAST
O00262,C0318,,Delivered,EAST
O00263,C0316,,Delivered,EAST
O00264,C0414,,Delivered,SOUTH
O00265,C0403,,Pending,EAST
O00266,C0431,,Pending,WEST
O00267,C0237,,Delivered,NORTH
O00268,C0090,,Cancelled,SOUTH
O00269,C0457,,Pending,NORTH
O00270,C0373,,Delivered,NORTH
O00271,C0417,,Pending,SOUTH
O00272,C0465,,Delivered,WEST
O00273,C0335,,Delivered,EAST
O00274,C0069,,Delivered,EAST
O00275,C0258,,Cancelled,SOUTH
O00276,C0388,,Delivered,SOUTH
O00277,C0377,,Delivered,WEST
O00278,C0119,,Delivered,SOUTH
O00279,C0266,,Returned,NORTH
O00280,,,Pending,EAST
O00281,C0428,,Delivered,WEST
O00282,C0335,,Pending,NORTH
O00283,C0265,,Delivered,WEST
O00284,C0181,,Delivered,NORTH
O00285,C0257,,Delivered,EAST
O00286,C0109,,Delivered,NORTH
O00287,C0339,,Delivered,NORTH
O00288,C0247,,Delivered,SOUTH
O00289,C0332,,Delivered,SOUTH
O00290,C0069,,Cancelled,SOUTH
O00291,C0029,,Delivered,WEST
O00292,C0307,,Cancelled,EAST
O00293,C0485,,Pending,WEST
O00294,C0445,,Cancelled,SOUTH
O00295,C0407,,Pending,EAST
O00296,C0086,,Delivered,NORTH
O00297,C0118,,Delivered,SOUTH
O00298,C0268,,Cancelled,NORTH
O00299,C0091,,Delivered,NORTH
O00300,,,Returned,NORTH
O00301,C0460,,Delivered,EAST
O00302,C0448,,Delivered,WEST
O00303,C0405,,Cancelled,NORTH
O00304,C0218,,Pending,NORTH
O00305,C0146,,Delivered,NORTH
O00306,C0364,,Delivered,NORTH
O00307,C0193,,Cancelled,WEST
O00308,C0186,,Pending,EAST
O00309,C0134,,Delivered,EAST
O00310,C0349,,Delivered,WEST
O00311,C0092,,Delivered,EAST
O00312,C0296,,Pending,NORTH
O00313,C0383,,Pending,SOUTH
O00314,C0052,,Pending,NORTH
O00315,C0083,,Cancelled,SOUTH
O00316,C0242,,Delivered,SOUTH
O00317,C0190,,Pending,WEST
O00318,C0315,,Pending,NORTH
O00319,C0485,,Delivered,SOUTH
O00320,,,Delivered,SOUTH
O00321,C0315,,Delivered,NORTH
O00322,C0500,,Pending,EAST
O00323,C0343,,Delivered,NORTH
O00324,C0378,,Delivered,EAST
O00325,C0372,,Delivered,EAST
O00326,C0116,,Returned,NORTH
O00327,C0134,,Delivered,NORTH
O00328,C0258,,Cancelled,EAST
O00329,C0449,,Pending,WEST
O00330,C0289,,Delivered,WEST
O00331,C0349,,Delivered,NORTH
O00332,C0133,,Pending,SOUTH
O00333,C0347,,Delivered,EAST
O00334,C0265,,Cancelled,SOUTH
O00335,C0148,,Pending,EAST
O00336,C0039,,Delivered,SOUTH
O00337,C0458,,Returned,SOUTH
O00338,C0256,,Delivered,EAST
O00339,C0106,,Delivered,EAST
O00340,,,Delivered,WEST
O00341,C0315,,Cancelled,EAST
O00342,C0318,,Returned,EAST
O00343,C0252,,Delivered,SOUTH
O00344,C0028,,Returned,NORTH
O00345,C0258,,Pending,SOUTH
O00346,C0235,,Delivered,NORTH
O00347,C0007,,Delivered,EAST
O00348,C0186,,Delivered,SOUTH
O00349,C0138,,Delivered,WEST
O00350,C0218,,Pending,EAST
O00351,C0438,,Delivered,SOUTH
O00352,C0295,,Delivered,EAST
O00353,C0412,,Cancelled,SOUTH
O00354,C0075,,Delivered,WEST
O00355,C0256,,Delivered,EAST
O00356,C0403,,Delivered,NORTH
O00357,C0204,,Delivered,EAST
O00358,C0244,,Pending,EAST
O00359,C0185,,Returned,EAST
O00360,,,Delivered,SOUTH
O00361,C0296,,Delivered,EAST
O00362,C0182,,Delivered,WEST
O00363,C0456,,Delivered,SOUTH
O00364,C0445,,Returned,WEST
O00365,C0324,,Cancelled,NORTH
O00366,C0041,,Delivered,EAST
O00367,C0364,,Delivered,WEST
O00368,C0400,,Delivered,WEST
O00369,C0212,,Delivered,SOUTH
O00370,C0339,,Pending,SOUTH
O00371,C0086,,Delivered,WEST
O00372,C0281,,Delivered,NORTH
O00373,C0054,,Delivered,WEST
O00374,C0159,,Delivered,SOUTH
O00375,C0068,,Delivered,EAST
O00376,C0441,,Returned,EAST
O00377,C0281,,Delivered,WEST
O00378,C0324,,Delivered,EAST
O00379,C0466,,Delivered,NORTH
O00380,,,Delivered,EAST
O00381,C0006,,Pending,SOUTH
O00382,C0177,,Delivered,WEST
O00383,C0485,,Pending,EAST
O00384,C0306,,Delivered,WEST
O00385,C0452,,Delivered,WEST
O00386,C0425,,Delivered,SOUTH
O00387,C0265,,Delivered,EAST
O00388,C0212,,Delivered,NORTH
O00389,C0327,,Delivered,WEST
O00390,C0097,,Delivered,NORTH
O00391,C0096,,Delivered,WEST
O00392,C0373,,Delivered,WEST
O00393,C0112,,Pending,WEST
O00394,C0191,,Delivered,NORTH
O00395,C0432,,Pending,NORTH
O00396,C0279,,Cancelled,EAST
O00397,C0419,,Returned,SOUTH
O00398,C0198,,Returned,SOUTH
O00399,C0236,,Returned,WEST
O00400,,,Delivered,NORTH
O00401,C0382,,Delivered,EAST
O00402,C0102,,Pending,NORTH
O00403,C0121,,Delivered,EAST
O00404,C0300,,Delivered,NORTH
O00405,C0298,,Delivered,EAST
O00406,C0395,,Delivered,EAST
O00407,C0477,,Delivered,SOUTH
O00408,C0360,,Delivered,EAST
O00409,C0286,,Cancelled,SOUTH
O00410,C0011,,Pending,EAST
O00411,C0461,,Delivered,EAST
O00412,C0278,,Delivered,EAST
O00413,C0166,,Cancelled,SOUTH
O00414,C0036,,Delivered,EAST
O00415,C0278,,Pending,WEST
O00416,C0376,,Cancelled,SOUTH
O00417,C0165,,Cancelled,SOUTH
O00418,C0269,,Delivered,EAST
O00419,C0166,,Delivered,NORTH
O00420,,,Delivered,NORTH
O00421,C0249,,Delivered,WEST
O00422,C0337,,Pending,EAST
O00423,C0026,,Pending,NORTH
O00424,C0477,,Returned,NORTH
O00425,C0240,,Delivered,WEST
O00426,C0421,,Cancelled,EAST
O00427,C0271,,Cancelled,NORTH
O00428,C0484,,Delivered,SOUTH
O00429,C0273,,Delivered,SOUTH
O00430,C0292,,Pending,WEST
O00431,C0383,,Delivered,WEST
O00432,C0360,,Delivered,SOUTH
O00433,C0282,,Pending,WEST
O00434,C0478,,Returned,EAST
O00435,C0433,,Pending,EAST
O00436,C0312,,Delivered,EAST
O00437,C0185,,Delivered,NORTH
O00438,C0146,,Delivered,EAST
O00439,C0004,,Cancelled,NORTH
O00440,,,Delivered,SOUTH
O00441,C0049,,Delivered,EAST
O00442,C0188,,Delivered,EAST
O00443,C0048,,Returned,NORTH
O00444,C0371,,Delivered,NORTH
O00445,C0305,,Pending,WEST
O00446,C0041,,Cancelled,WEST
O00447,C0214,,Pending,NORTH
O00448,C0325,,Delivered,NORTH
O00449,C0164,,Delivered,SOUTH
O00450,C0079,,Returned,WEST
O00451,C0386,,Delivered,WEST
O00452,C0149,,Delivered,WEST
O00453,C0293,,Delivered,WEST
O00454,C0257,,Pending,WEST
O00455,C0287,,Pending,SOUTH
O00456,C0288,,Delivered,NORTH
O00457,C0137,,Returned,NORTH
O00458,C0058,,Delivered,SOUTH
O00459,C0165,,Delivered,EAST
O00460,,,Returned,WEST
O00461,C0320,,Returned,SOUTH
O00462,C0103,,Pending,NORTH
O00463,C0058,,Returned,EAST
O00464,C0008,,Delivered,WEST
O00465,C0242,,Pending,SOUTH
O00466,C0105,,Delivered,WEST
O00467,C0319,,Pending,WEST
O00468,C0299,,Delivered,NORTH
O00469,C0146,,Delivered,WEST
O00470,C0336,,Pending,EAST
O00471,C0443,,Cancelled,WEST
O00472,C0119,,Delivered,EAST
O00473,C0249,,Delivered,WEST
O00474,C0288,,Delivered,EAST
O00475,C0171,,Delivered,EAST
O00476,C0351,,Delivered,EAST
O00477,C0416,,Cancelled,NORTH
O00478,C0484,,Delivered,WEST
O00479,C0337,,Delivered,SOUTH
O00480,,,Delivered,EAST
O00481,C0466,,Delivered,SOUTH
O00482,C0335,,Pending,SOUTH
O00483,C0442,,Pending,SOUTH
O00484,C0221,,Delivered,SOUTH
O00485,C0163,,Returned,NORTH
O00486,C0095,,Delivered,EAST
O00487,C0451,,Delivered,EAST
O00488,C0078,,Delivered,EAST
O00489,C0311,,Delivered,SOUTH
O00490,C0352,,Pending,WEST
O00491,C0069,,Pending,EAST
O00492,C0095,,Delivered,SOUTH
O00493,C0116,,Returned,EAST
O00494,C0487,,Pending,SOUTH
O00495,C0388,,Returned,WEST
O00496,C0444,,Delivered,WEST
O00497,C0455,,Pending,WEST
O00498,C0369,,Returned,NORTH
O00499,C0267,,Cancelled,NORTH
O00500,,,Delivered,NORTH
O00501,C0286,,Pending,NORTH
O00502,C0098,,Cancelled,EAST
O00503,C0237,,Pending,NORTH
O00504,C0354,,Cancelled,WEST
O00505,C0047,,Pending,SOUTH
O00506,C0202,,Delivered,WEST
O00507,C0303,,Delivered,EAST
O00508,C0166,,Pending,SOUTH
O00509,C0368,,Pending,EAST
O00510,C0044,,Pending,SOUTH
O00511,C0194,,Pending,EAST
O00512,C0290,,Cancelled,SOUTH
O00513,C0394,,Delivered,WEST
O00514,C0148,,Cancelled,SOUTH
O00515,C0002,,Delivered,WEST
O00516,C0279,,Delivered,SOUTH
O00517,C0302,,Delivered,NORTH
O00518,C0308,,Cancelled,EAST
O00519,C0318,,Cancelled,NORTH
O00520,,,Delivered,SOUTH
O00521,C0438,,Cancelled,EAST
O00522,C0170,,Delivered,SOUTH
O00523,C0083,,Pending,SOUTH
O00524,C0495,,Delivered,NORTH
O00525,C0048,,Cancelled,NORTH
O00526,C0389,,Delivered,SOUTH
O00527,C0063,,Delivered,SOUTH
O00528,C0357,,Delivered,NORTH
O00529,C0248,,Pending,EAST
O00530,C0219,,Delivered,EAST
O00531,C0475,,Delivered,WEST
O00532,C0253,,Pending,SOUTH
O00533,C0001,,Pending,NORTH
O00534,C0378,,Delivered,EAST
O00535,C0180,,Delivered,SOUTH
O00536,C0354,,Delivered,EAST
O00537,C0260,,Delivered,EAST
O00538,C0175,,Pending,NORTH
O00539,C0427,,Cancelled,WEST
O00540,,,Delivered,SOUTH
O00541,C0322,,Delivered,WEST
O00542,C0476,,Delivered,EAST
O00543,C0285,,Delivered,EAST
O00544,C0410,,Delivered,NORTH
O00545,C0174,,Cancelled,WEST
O00546,C0096,,Pending,EAST
O00547,C0362,,Delivered,NORTH
O00548,C0255,,Cancelled,EAST
O00549,C0111,,Delivered,NORTH
O00550,C0399,,Delivered,WEST
O00551,C0464,,Delivered,WEST
O00552,C0376,,Delivered,NORTH
O00553,C0421,,Delivered,NORTH
O00554,C0236,,Delivered,NORTH
O00555,C0160,,Delivered,NORTH
O00556,C0171,,Delivered,EAST
O00557,C0012,,Cancelled,EAST
O00558,C0103,,Delivered,WEST
O00559,C0344,,Delivered,NORTH
O00560,,,Delivered,EAST
O00561,C0282,,Returned,EAST
O00562,C0294,,Delivered,EAST
O00563,C0277,,Delivered,NORTH
O00564,C0055,,Delivered,SOUTH
O00565,C0361,,Cancelled,WEST
O00566,C0316,,Cancelled,NORTH
O00567,C0499,,Delivered,WEST
O00568,C0050,,Pending,WEST
O00569,C0241,,Cancelled,EAST
O00570,C0468,,Pending,EAST
O00571,C0404,,Delivered,WEST
O00572,C0058,,Cancelled,EAST
O00573,C0394,,Delivered,NORTH
O00574,C0208,,Pending,EAST
O00575,C0273,,Delivered,SOUTH
O00576,C0281,,Delivered,SOUTH
O00577,C0417,,Pending,WEST
O00578,C0291,,Delivered,NORTH
O00579,C0379,,Delivered,WEST
O00580,,,Delivered,EAST
O00581,C0490,,Delivered,WEST
O00582,C0168,,Delivered,SOUTH
O00583,C0419,,Pending,NORTH
O00584,C0388,,Delivered,EAST
O00585,C0200,,Delivered,EAST
O00586,C0154,,Returned,WEST
O00587,C0368,,Delivered,WEST
O00588,C0434,,Delivered,NORTH
O00589,C0001,,Returned,NORTH
O00590,C0441,,Delivered,WEST
O00591,C0321,,Delivered,WEST
O00592,C0280,,Delivered,SOUTH
O00593,C0285,,Delivered,EAST
O00594,C0447,,Delivered,NORTH
O00595,C0074,,Returned,SOUTH
O00596,C0044,,Delivered,WEST
O00597,C0458,,Delivered,SOUTH
O00598,C0233,,Cancelled,WEST
O00599,C0182,,Pending,WEST
O00600,,,Delivered,EAST
O00601,C0018,,Pending,NORTH
O00602,C0298,,Delivered,EAST
O00603,C0239,,Cancelled,NORTH
O00604,C0126,,Pending,NORTH
O00605,C0351,,Delivered,NORTH
O00606,C0463,,Delivered,WEST
O00607,C0263,,Delivered,EAST
O00608,C0492,,Delivered,EAST
O00609,C0373,,Pending,SOUTH
O00610,C0294,,Cancelled,NORTH
O00611,C0147,,Delivered,EAST
O00612,C0130,,Delivered,EAST
O00613,C0008,,Returned,SOUTH
O00614,C0338,,Delivered,SOUTH
O00615,C0249,,Delivered,NORTH
O00616,C0496,,Cancelled,WEST
O00617,C0386,,Pending,SOUTH
O00618,C0108,,Delivered,EAST
O00619,C0387,,Delivered,WEST
O00620,,,Returned,SOUTH
O00621,C0195,,Delivered,SOUTH
O00622,C0272,,Returned,WEST
O00623,C0196,,Pending,NORTH
O00624,C0050,,Returned,WEST
O00625,C0313,,Delivered,NORTH
O00626,C0131,,Delivered,SOUTH
O00627,C0376,,Delivered,EAST
O00628,C0347,,Delivered,NORTH
O00629,C0426,,Delivered,NORTH
O00630,C0351,,Pending,EAST
O00631,C0099,,Delivered,SOUTH
O00632,C0487,,Pending,NORTH
O00633,C0045,,Pending,SOUTH
O00634,C0459,,Delivered,WEST
O00635,C0339,,Returned,EAST
O00636,C0394,,Pending,EAST
O00637,C0132,,Pending,WEST
O00638,C0199,,Returned,EAST
O00639,C0092,,Returned,SOUTH
O00640,,,Delivered,SOUTH
O00641,C0277,,Pending,WEST
O00642,C0367,,Delivered,EAST
O00643,C0398,,Delivered,NORTH
O00644,C0478,,Delivered,EAST
O00645,C0464,,Delivered,WEST
O00646,C0245,,Pending,NORTH
O00647,C0277,,Returned,WEST
O00648,C0063,,Returned,EAST
O00649,C0350,,Pending,NORTH
O00650,C0188,,Cancelled,EAST
O00651,C0332,,Delivered,WEST
O00652,C0339,,Delivered,NORTH
O00653,C0323,,Delivered,WEST
O00654,C0377,,Delivered,SOUTH
O00655,C0251,,Delivered,EAST
O00656,C0256,,Delivered,NORTH
O00657,C0173,,Delivered,WEST
O00658,C0482,,Pending,SOUTH
O00659,C0474,,Delivered,NORTH
O00660,,,Pending,SOUTH
O00661,C0008,,Returned,NORTH
O00662,C0234,,Delivered,NORTH
O00663,C0059,,Pending,NORTH
O00664,C0412,,Cancelled,WEST
O00665,C0167,,Delivered,EAST
O00666,C0429,,Delivered,NORTH
O00667,C0062,,Delivered,EAST
O00668,C0284,,Returned,NORTH
O00669,C0069,,Delivered,SOUTH
O00670,C0009,,Delivered,NORTH
O00671,C0362,,Delivered,WEST
O00672,C0355,,Pending,WEST
O00673,C0211,,Pending,SOUTH
O00674,C0368,,Pending,EAST
O00675,C0179,,Delivered,NORTH
O00676,C0272,,Cancelled,SOUTH
O00677,C0238,,Delivered,SOUTH
O00678,C0058,,Returned,WEST
O00679,C0255,,Returned,NORTH
O00680,,,Delivered,EAST
O00681,C0316,,Pending,SOUTH
O00682,C0081,,Delivered,SOUTH
O00683,C0370,,Delivered,SOUTH
O00684,C0383,,Pending,EAST
O00685,C0117,,Delivered,SOUTH
O00686,C0193,,Delivered,NORTH
O00687,C0456,,Returned,WEST
O00688,C0092,,Delivered,SOUTH
O00689,C0324,,Delivered,NORTH
O00690,C0355,,Delivered,WEST
O00691,C0235,,Delivered,EAST
O00692,C0310,,Returned,SOUTH
O00693,C0045,,Cancelled,SOUTH
O00694,C0303,,Delivered,WEST
O00695,C0377,,Delivered,SOUTH
O00696,C0457,,Delivered,NORTH
O00697,C0214,,Pending,NORTH
O00698,C0218,,Cancelled,NORTH
O00699,C0232,,Delivered,NORTH
O00700,,,Delivered,SOUTH
O00701,C0332,,Pending,SOUTH
O00702,C0361,,Delivered,WEST
O00703,C0238,,Delivered,EAST
O00704,C0321,,Delivered,NORTH
O00705,C0198,,Delivered,WEST
O00706,C0386,,Delivered,SOUTH
O00707,C0404,,Cancelled,NORTH
O00708,C0264,,Delivered,WEST
O00709,C0188,,Delivered,SOUTH
O00710,C0332,,Delivered,SOUTH
O00711,C0071,,Delivered,WEST
O00712,C0378,,Pending,SOUTH
O00713,C0165,,Pending,EAST
O00714,C0028,,Delivered,NORTH
O00715,C0241,,Cancelled,EAST
O00716,C0232,,Pending,NORTH
O00717,C0097,,Delivered,SOUTH
O00718,C0148,,Delivered,SOUTH
O00719,C0255,,Returned,NORTH
O00720,,,Returned,WEST
O00721,C0178,,Pending,EAST
O00722,C0097,,Cancelled,EAST
O00723,C0211,,Pending,EAST
O00724,C0249,,Delivered,WEST
O00725,C0235,,Cancelled,EAST
O00726,C0088,,Delivered,EAST
O00727,C0395,,Delivered,SOUTH
O00728,C0317,,Delivered,SOUTH
O00729,C0430,,Pending,SOUTH
O00730,C0083,,Returned,SOUTH
O00731,C0226,,Delivered,NORTH
O00732,C0341,,Delivered,SOUTH
O00733,C0274,,Delivered,WEST
O00734,C0394,,Delivered,NORTH
O00735,C0497,,Pending,EAST
O00736,C0243,,Delivered,WEST
O00737,C0174,,Delivered,NORTH
O00738,C0072,,Delivered,WEST
O00739,C0317,,Delivered,NORTH
O00740,,,Delivered,EAST
O00741,C0101,,Cancelled,NORTH
O00742,C0500,,Delivered,NORTH
O00743,C0466,,Delivered,WEST
O00744,C0190,,Delivered,EAST
O00745,C0158,,Delivered,WEST
